,ts
735,2020-09-17 09:30:00-04:00
736,2020-09-17 10:30:00-04:00
737,2020-09-17 11:30:00-04:00
738,2020-09-17 12:30:00-04:00
739,2020-09-17 13:30:00-04:00
740,2020-09-17 14:30:00-04:00
741,2020-09-17 15:30:00-04:00
742,2020-09-18 09:30:00-04:00
743,2020-09-18 10:30:00-04:00
744,2020-09-18 11:30:00-04:00
745,2020-09-18 12:30:00-04:00
746,2020-09-18 13:30:00-04:00
747,2020-09-18 14:30:00-04:00
748,2020-09-18 15:30:00-04:00
749,2020-09-21 09:30:00-04:00
750,2020-09-21 10:30:00-04:00
751,2020-09-21 11:30:00-04:00
752,2020-09-21 12:30:00-04:00
753,2020-09-21 13:30:00-04:00
754,2020-09-21 14:30:00-04:00
755,2020-09-21 15:30:00-04:00
756,2020-09-22 09:30:00-04:00
757,2020-09-22 10:30:00-04:00
758,2020-09-22 11:30:00-04:00
759,2020-09-22 12:30:00-04:00
760,2020-09-22 13:30:00-04:00
761,2020-09-22 14:30:00-04:00
762,2020-09-22 15:30:00-04:00
763,2020-09-23 09:30:00-04:00
764,2020-09-23 10:30:00-04:00
765,2020-09-23 11:30:00-04:00
766,2020-09-23 12:30:00-04:00
767,2020-09-23 13:30:00-04:00
768,2020-09-23 14:30:00-04:00
769,2020-09-23 15:30:00-04:00
770,2020-09-24 09:30:00-04:00
771,2020-09-24 10:30:00-04:00
772,2020-09-24 11:30:00-04:00
773,2020-09-24 12:30:00-04:00
774,2020-09-24 13:30:00-04:00
775,2020-09-24 14:30:00-04:00
776,2020-09-24 15:30:00-04:00
777,2020-09-25 09:30:00-04:00
778,2020-09-25 10:30:00-04:00
779,2020-09-25 11:30:00-04:00
780,2020-09-25 12:30:00-04:00
781,2020-09-25 13:30:00-04:00
782,2020-09-25 14:30:00-04:00
783,2020-09-25 15:30:00-04:00
784,2020-09-28 09:30:00-04:00
785,2020-09-28 10:30:00-04:00
786,2020-09-28 11:30:00-04:00
787,2020-09-28 12:30:00-04:00
788,2020-09-28 13:30:00-04:00
789,2020-09-28 14:30:00-04:00
790,2020-09-28 15:30:00-04:00
791,2020-09-29 09:30:00-04:00
792,2020-09-29 10:30:00-04:00
793,2020-09-29 11:30:00-04:00
794,2020-09-29 12:30:00-04:00
795,2020-09-29 13:30:00-04:00
796,2020-09-29 14:30:00-04:00
797,2020-09-29 15:30:00-04:00
798,2020-09-30 09:30:00-04:00
799,2020-09-30 10:30:00-04:00
800,2020-09-30 11:30:00-04:00
801,2020-09-30 12:30:00-04:00
802,2020-09-30 13:30:00-04:00
803,2020-09-30 14:30:00-04:00
804,2020-09-30 15:30:00-04:00
805,2020-10-01 09:30:00-04:00
806,2020-10-01 10:30:00-04:00
807,2020-10-01 11:30:00-04:00
808,2020-10-01 12:30:00-04:00
809,2020-10-01 13:30:00-04:00
810,2020-10-01 14:30:00-04:00
811,2020-10-01 15:30:00-04:00
812,2020-10-02 09:30:00-04:00
813,2020-10-02 10:30:00-04:00
814,2020-10-02 11:30:00-04:00
815,2020-10-02 12:30:00-04:00
816,2020-10-02 13:30:00-04:00
817,2020-10-02 14:30:00-04:00
818,2020-10-02 15:30:00-04:00
819,2020-10-05 09:30:00-04:00
820,2020-10-05 10:30:00-04:00
821,2020-10-05 11:30:00-04:00
822,2020-10-05 12:30:00-04:00
823,2020-10-05 13:30:00-04:00
824,2020-10-05 14:30:00-04:00
825,2020-10-05 15:30:00-04:00
826,2020-10-06 09:30:00-04:00
827,2020-10-06 10:30:00-04:00
828,2020-10-06 11:30:00-04:00
829,2020-10-06 12:30:00-04:00
830,2020-10-06 13:30:00-04:00
831,2020-10-06 14:30:00-04:00
832,2020-10-06 15:30:00-04:00
833,2020-10-07 09:30:00-04:00
834,2020-10-07 10:30:00-04:00
835,2020-10-07 11:30:00-04:00
836,2020-10-07 12:30:00-04:00
837,2020-10-07 13:30:00-04:00
838,2020-10-07 14:30:00-04:00
839,2020-10-07 15:30:00-04:00
840,2020-10-08 09:30:00-04:00
841,2020-10-08 10:30:00-04:00
842,2020-10-08 11:30:00-04:00
843,2020-10-08 12:30:00-04:00
844,2020-10-08 13:30:00-04:00
845,2020-10-08 14:30:00-04:00
846,2020-10-08 15:30:00-04:00
847,2020-10-09 09:30:00-04:00
848,2020-10-09 10:30:00-04:00
849,2020-10-09 11:30:00-04:00
850,2020-10-09 12:30:00-04:00
851,2020-10-09 13:30:00-04:00
852,2020-10-09 14:30:00-04:00
853,2020-10-09 15:30:00-04:00
854,2020-10-12 09:30:00-04:00
855,2020-10-12 10:30:00-04:00
856,2020-10-12 11:30:00-04:00
857,2020-10-12 12:30:00-04:00
858,2020-10-12 13:30:00-04:00
859,2020-10-12 14:30:00-04:00
860,2020-10-12 15:30:00-04:00
861,2020-10-13 09:30:00-04:00
862,2020-10-13 10:30:00-04:00
863,2020-10-13 11:30:00-04:00
864,2020-10-13 12:30:00-04:00
865,2020-10-13 13:30:00-04:00
866,2020-10-13 14:30:00-04:00
867,2020-10-13 15:30:00-04:00
868,2020-10-14 09:30:00-04:00
869,2020-10-14 10:30:00-04:00
870,2020-10-14 11:30:00-04:00
871,2020-10-14 12:30:00-04:00
872,2020-10-14 13:30:00-04:00
873,2020-10-14 14:30:00-04:00
874,2020-10-14 15:30:00-04:00
875,2020-10-15 09:30:00-04:00
876,2020-10-15 10:30:00-04:00
877,2020-10-15 11:30:00-04:00
878,2020-10-15 12:30:00-04:00
879,2020-10-15 13:30:00-04:00
880,2020-10-15 14:30:00-04:00
881,2020-10-15 15:30:00-04:00
882,2020-10-16 09:30:00-04:00
883,2020-10-16 10:30:00-04:00
884,2020-10-16 11:30:00-04:00
885,2020-10-16 12:30:00-04:00
886,2020-10-16 13:30:00-04:00
887,2020-10-16 14:30:00-04:00
888,2020-10-16 15:30:00-04:00
889,2020-10-19 09:30:00-04:00
890,2020-10-19 10:30:00-04:00
891,2020-10-19 11:30:00-04:00
892,2020-10-19 12:30:00-04:00
893,2020-10-19 13:30:00-04:00
894,2020-10-19 14:30:00-04:00
895,2020-10-19 15:30:00-04:00
896,2020-10-20 09:30:00-04:00
897,2020-10-20 10:30:00-04:00
898,2020-10-20 11:30:00-04:00
899,2020-10-20 12:30:00-04:00
900,2020-10-20 13:30:00-04:00
901,2020-10-20 14:30:00-04:00
902,2020-10-20 15:30:00-04:00
903,2020-10-21 09:30:00-04:00
904,2020-10-21 10:30:00-04:00
905,2020-10-21 11:30:00-04:00
906,2020-10-21 12:30:00-04:00
907,2020-10-21 13:30:00-04:00
908,2020-10-21 14:30:00-04:00
909,2020-10-21 15:30:00-04:00
910,2020-10-22 09:30:00-04:00
911,2020-10-22 10:30:00-04:00
912,2020-10-22 11:30:00-04:00
913,2020-10-22 12:30:00-04:00
914,2020-10-22 13:30:00-04:00
915,2020-10-22 14:30:00-04:00
916,2020-10-22 15:30:00-04:00
917,2020-10-23 09:30:00-04:00
918,2020-10-23 10:30:00-04:00
919,2020-10-23 11:30:00-04:00
920,2020-10-23 12:30:00-04:00
921,2020-10-23 13:30:00-04:00
922,2020-10-23 14:30:00-04:00
923,2020-10-23 15:30:00-04:00
924,2020-10-26 09:30:00-04:00
925,2020-10-26 10:30:00-04:00
926,2020-10-26 11:30:00-04:00
927,2020-10-26 12:30:00-04:00
928,2020-10-26 13:30:00-04:00
929,2020-10-26 14:30:00-04:00
930,2020-10-26 15:30:00-04:00
931,2020-10-27 09:30:00-04:00
932,2020-10-27 10:30:00-04:00
933,2020-10-27 11:30:00-04:00
934,2020-10-27 12:30:00-04:00
935,2020-10-27 13:30:00-04:00
936,2020-10-27 14:30:00-04:00
937,2020-10-27 15:30:00-04:00
938,2020-10-28 09:30:00-04:00
939,2020-10-28 10:30:00-04:00
940,2020-10-28 11:30:00-04:00
941,2020-10-28 12:30:00-04:00
942,2020-10-28 13:30:00-04:00
943,2020-10-28 14:30:00-04:00
944,2020-10-28 15:30:00-04:00
945,2020-10-29 09:30:00-04:00
946,2020-10-29 10:30:00-04:00
947,2020-10-29 11:30:00-04:00
948,2020-10-29 12:30:00-04:00
949,2020-10-29 13:30:00-04:00
950,2020-10-29 14:30:00-04:00
951,2020-10-29 15:30:00-04:00
952,2020-10-30 09:30:00-04:00
953,2020-10-30 10:30:00-04:00
954,2020-10-30 11:30:00-04:00
955,2020-10-30 12:30:00-04:00
956,2020-10-30 13:30:00-04:00
957,2020-10-30 14:30:00-04:00
958,2020-10-30 15:30:00-04:00
959,2020-11-02 09:30:00-05:00
960,2020-11-02 10:30:00-05:00
961,2020-11-02 11:30:00-05:00
962,2020-11-02 12:30:00-05:00
963,2020-11-02 13:30:00-05:00
964,2020-11-02 14:30:00-05:00
965,2020-11-02 15:30:00-05:00
966,2020-11-03 09:30:00-05:00
967,2020-11-03 10:30:00-05:00
968,2020-11-03 11:30:00-05:00
969,2020-11-03 12:30:00-05:00
970,2020-11-03 13:30:00-05:00
971,2020-11-03 14:30:00-05:00
972,2020-11-03 15:30:00-05:00
973,2020-11-04 09:30:00-05:00
974,2020-11-04 10:30:00-05:00
975,2020-11-04 11:30:00-05:00
976,2020-11-04 12:30:00-05:00
977,2020-11-04 13:30:00-05:00
978,2020-11-04 14:30:00-05:00
979,2020-11-04 15:30:00-05:00
980,2020-11-05 09:30:00-05:00
981,2020-11-05 10:30:00-05:00
982,2020-11-05 11:30:00-05:00
983,2020-11-05 12:30:00-05:00
984,2020-11-05 13:30:00-05:00
985,2020-11-05 14:30:00-05:00
986,2020-11-05 15:30:00-05:00
987,2020-11-06 09:30:00-05:00
988,2020-11-06 10:30:00-05:00
989,2020-11-06 11:30:00-05:00
990,2020-11-06 12:30:00-05:00
991,2020-11-06 13:30:00-05:00
992,2020-11-06 14:30:00-05:00
993,2020-11-06 15:30:00-05:00
994,2020-11-09 09:30:00-05:00
995,2020-11-09 10:30:00-05:00
996,2020-11-09 11:30:00-05:00
997,2020-11-09 12:30:00-05:00
998,2020-11-09 13:30:00-05:00
999,2020-11-09 14:30:00-05:00
1000,2020-11-09 15:30:00-05:00
1001,2020-11-10 09:30:00-05:00
1002,2020-11-10 10:30:00-05:00
1003,2020-11-10 11:30:00-05:00
1004,2020-11-10 12:30:00-05:00
1005,2020-11-10 13:30:00-05:00
1006,2020-11-10 14:30:00-05:00
1007,2020-11-10 15:30:00-05:00
1008,2020-11-11 09:30:00-05:00
1009,2020-11-11 10:30:00-05:00
1010,2020-11-11 11:30:00-05:00
1011,2020-11-11 12:30:00-05:00
1012,2020-11-11 13:30:00-05:00
1013,2020-11-11 14:30:00-05:00
1014,2020-11-11 15:30:00-05:00
1015,2020-11-12 09:30:00-05:00
1016,2020-11-12 10:30:00-05:00
1017,2020-11-12 11:30:00-05:00
1018,2020-11-12 12:30:00-05:00
1019,2020-11-12 13:30:00-05:00
1020,2020-11-12 14:30:00-05:00
1021,2020-11-12 15:30:00-05:00
1022,2020-11-13 09:30:00-05:00
1023,2020-11-13 10:30:00-05:00
1024,2020-11-13 11:30:00-05:00
1025,2020-11-13 12:30:00-05:00
1026,2020-11-13 13:30:00-05:00
1027,2020-11-13 14:30:00-05:00
1028,2020-11-13 15:30:00-05:00
1029,2020-11-16 09:30:00-05:00
1030,2020-11-16 10:30:00-05:00
1031,2020-11-16 11:30:00-05:00
1032,2020-11-16 12:30:00-05:00
1033,2020-11-16 13:30:00-05:00
1034,2020-11-16 14:30:00-05:00
1035,2020-11-16 15:30:00-05:00
1036,2020-11-17 09:30:00-05:00
1037,2020-11-17 10:30:00-05:00
1038,2020-11-17 11:30:00-05:00
1039,2020-11-17 12:30:00-05:00
1040,2020-11-17 13:30:00-05:00
1041,2020-11-17 14:30:00-05:00
1042,2020-11-17 15:30:00-05:00
1043,2020-11-18 09:30:00-05:00
1044,2020-11-18 10:30:00-05:00
1045,2020-11-18 11:30:00-05:00
1046,2020-11-18 12:30:00-05:00
1047,2020-11-18 13:30:00-05:00
1048,2020-11-18 14:30:00-05:00
1049,2020-11-18 15:30:00-05:00
1050,2020-11-19 09:30:00-05:00
1051,2020-11-19 10:30:00-05:00
1052,2020-11-19 11:30:00-05:00
1053,2020-11-19 12:30:00-05:00
1054,2020-11-19 13:30:00-05:00
1055,2020-11-19 14:30:00-05:00
1056,2020-11-19 15:30:00-05:00
1057,2020-11-20 09:30:00-05:00
1058,2020-11-20 10:30:00-05:00
1059,2020-11-20 11:30:00-05:00
1060,2020-11-20 12:30:00-05:00
1061,2020-11-20 13:30:00-05:00
1062,2020-11-20 14:30:00-05:00
1063,2020-11-20 15:30:00-05:00
1064,2020-11-23 09:30:00-05:00
1065,2020-11-23 10:30:00-05:00
1066,2020-11-23 11:30:00-05:00
1067,2020-11-23 12:30:00-05:00
1068,2020-11-23 13:30:00-05:00
1069,2020-11-23 14:30:00-05:00
1070,2020-11-23 15:30:00-05:00
1071,2020-11-24 09:30:00-05:00
1072,2020-11-24 10:30:00-05:00
1073,2020-11-24 11:30:00-05:00
1074,2020-11-24 12:30:00-05:00
1075,2020-11-24 13:30:00-05:00
1076,2020-11-24 14:30:00-05:00
1077,2020-11-24 15:30:00-05:00
1078,2020-11-25 09:30:00-05:00
1079,2020-11-25 10:30:00-05:00
1080,2020-11-25 11:30:00-05:00
1081,2020-11-25 12:30:00-05:00
1082,2020-11-25 13:30:00-05:00
1083,2020-11-25 14:30:00-05:00
1084,2020-11-25 15:30:00-05:00
1085,2020-11-27 09:30:00-05:00
1086,2020-11-27 10:30:00-05:00
1087,2020-11-27 11:30:00-05:00
1088,2020-11-27 13:00:00-05:00
1089,2020-11-30 09:30:00-05:00
1090,2020-11-30 10:30:00-05:00
1091,2020-11-30 11:30:00-05:00
1092,2020-11-30 12:30:00-05:00
1093,2020-11-30 13:30:00-05:00
1094,2020-11-30 14:30:00-05:00
1095,2020-11-30 15:30:00-05:00
1096,2020-12-01 09:30:00-05:00
1097,2020-12-01 10:30:00-05:00
1098,2020-12-01 11:30:00-05:00
1099,2020-12-01 12:30:00-05:00
1100,2020-12-01 13:30:00-05:00
1101,2020-12-01 14:30:00-05:00
1102,2020-12-01 15:30:00-05:00
1103,2020-12-02 09:30:00-05:00
1104,2020-12-02 10:30:00-05:00
1105,2020-12-02 11:30:00-05:00
1106,2020-12-02 12:30:00-05:00
1107,2020-12-02 13:30:00-05:00
1108,2020-12-02 14:30:00-05:00
1109,2020-12-02 15:30:00-05:00
1110,2020-12-03 09:30:00-05:00
1111,2020-12-03 10:30:00-05:00
1112,2020-12-03 11:30:00-05:00
1113,2020-12-03 12:30:00-05:00
1114,2020-12-03 13:30:00-05:00
1115,2020-12-03 14:30:00-05:00
1116,2020-12-03 15:30:00-05:00
1117,2020-12-04 09:30:00-05:00
1118,2020-12-04 10:30:00-05:00
1119,2020-12-04 11:30:00-05:00
1120,2020-12-04 12:30:00-05:00
1121,2020-12-04 13:30:00-05:00
1122,2020-12-04 14:30:00-05:00
1123,2020-12-04 15:30:00-05:00
1124,2020-12-07 09:30:00-05:00
1125,2020-12-07 10:30:00-05:00
1126,2020-12-07 11:30:00-05:00
1127,2020-12-07 12:30:00-05:00
1128,2020-12-07 13:30:00-05:00
1129,2020-12-07 14:30:00-05:00
1130,2020-12-07 15:30:00-05:00
1131,2020-12-08 09:30:00-05:00
1132,2020-12-08 10:30:00-05:00
1133,2020-12-08 11:30:00-05:00
1134,2020-12-08 12:30:00-05:00
1135,2020-12-08 13:30:00-05:00
1136,2020-12-08 14:30:00-05:00
1137,2020-12-08 15:30:00-05:00
1138,2020-12-09 09:30:00-05:00
1139,2020-12-09 10:30:00-05:00
1140,2020-12-09 11:30:00-05:00
1141,2020-12-09 12:30:00-05:00
1142,2020-12-09 13:30:00-05:00
1143,2020-12-09 14:30:00-05:00
1144,2020-12-09 15:30:00-05:00
1145,2020-12-10 09:30:00-05:00
1146,2020-12-10 10:30:00-05:00
1147,2020-12-10 11:30:00-05:00
1148,2020-12-10 12:30:00-05:00
1149,2020-12-10 13:30:00-05:00
1150,2020-12-10 14:30:00-05:00
1151,2020-12-10 15:30:00-05:00
1152,2020-12-11 09:30:00-05:00
1153,2020-12-11 10:30:00-05:00
1154,2020-12-11 11:30:00-05:00
1155,2020-12-11 12:30:00-05:00
1156,2020-12-11 13:30:00-05:00
1157,2020-12-11 14:30:00-05:00
1158,2020-12-11 15:30:00-05:00
1159,2020-12-14 09:30:00-05:00
1160,2020-12-14 10:30:00-05:00
1161,2020-12-14 11:30:00-05:00
1162,2020-12-14 12:30:00-05:00
1163,2020-12-14 13:30:00-05:00
1164,2020-12-14 14:30:00-05:00
1165,2020-12-14 15:30:00-05:00
1166,2020-12-15 09:30:00-05:00
1167,2020-12-15 10:30:00-05:00
1168,2020-12-15 11:30:00-05:00
1169,2020-12-15 12:30:00-05:00
1170,2020-12-15 13:30:00-05:00
1171,2020-12-15 14:30:00-05:00
1172,2020-12-15 15:30:00-05:00
1173,2020-12-16 09:30:00-05:00
1174,2020-12-16 10:30:00-05:00
1175,2020-12-16 11:30:00-05:00
1176,2020-12-16 12:30:00-05:00
1177,2020-12-16 13:30:00-05:00
1178,2020-12-16 14:30:00-05:00
1179,2020-12-16 15:30:00-05:00
1180,2020-12-17 09:30:00-05:00
1181,2020-12-17 10:30:00-05:00
1182,2020-12-17 11:30:00-05:00
1183,2020-12-17 12:30:00-05:00
1184,2020-12-17 13:30:00-05:00
1185,2020-12-17 14:30:00-05:00
1186,2020-12-17 15:30:00-05:00
1187,2020-12-18 09:30:00-05:00
1188,2020-12-18 10:30:00-05:00
1189,2020-12-18 11:30:00-05:00
1190,2020-12-18 12:30:00-05:00
1191,2020-12-18 13:30:00-05:00
1192,2020-12-18 14:30:00-05:00
1193,2020-12-18 15:30:00-05:00
1194,2020-12-21 09:30:00-05:00
1195,2020-12-21 10:30:00-05:00
1196,2020-12-21 11:30:00-05:00
1197,2020-12-21 12:30:00-05:00
1198,2020-12-21 13:30:00-05:00
1199,2020-12-21 14:30:00-05:00
1200,2020-12-21 15:30:00-05:00
1201,2020-12-22 09:30:00-05:00
1202,2020-12-22 10:30:00-05:00
1203,2020-12-22 11:30:00-05:00
1204,2020-12-22 12:30:00-05:00
1205,2020-12-22 13:30:00-05:00
1206,2020-12-22 14:30:00-05:00
1207,2020-12-22 15:30:00-05:00
1208,2020-12-23 09:30:00-05:00
1209,2020-12-23 10:30:00-05:00
1210,2020-12-23 11:30:00-05:00
1211,2020-12-23 12:30:00-05:00
1212,2020-12-23 13:30:00-05:00
1213,2020-12-23 14:30:00-05:00
1214,2020-12-23 15:30:00-05:00
1215,2020-12-24 09:30:00-05:00
1216,2020-12-24 10:30:00-05:00
1217,2020-12-24 11:30:00-05:00
1218,2020-12-24 13:00:00-05:00
1219,2020-12-28 09:30:00-05:00
1220,2020-12-28 10:30:00-05:00
1221,2020-12-28 11:30:00-05:00
1222,2020-12-28 12:30:00-05:00
1223,2020-12-28 13:30:00-05:00
1224,2020-12-28 14:30:00-05:00
1225,2020-12-28 15:30:00-05:00
1226,2020-12-29 09:30:00-05:00
1227,2020-12-29 10:30:00-05:00
1228,2020-12-29 11:30:00-05:00
1229,2020-12-29 12:30:00-05:00
1230,2020-12-29 13:30:00-05:00
1231,2020-12-29 14:30:00-05:00
1232,2020-12-29 15:30:00-05:00
1233,2020-12-30 09:30:00-05:00
1234,2020-12-30 10:30:00-05:00
1235,2020-12-30 11:30:00-05:00
1236,2020-12-30 12:30:00-05:00
1237,2020-12-30 13:30:00-05:00
1238,2020-12-30 14:30:00-05:00
1239,2020-12-30 15:30:00-05:00
1240,2020-12-31 09:30:00-05:00
1241,2020-12-31 10:30:00-05:00
1242,2020-12-31 11:30:00-05:00
1243,2020-12-31 12:30:00-05:00
1244,2020-12-31 13:30:00-05:00
1245,2020-12-31 14:30:00-05:00
1246,2020-12-31 15:30:00-05:00
1247,2021-01-04 09:30:00-05:00
1248,2021-01-04 10:30:00-05:00
1249,2021-01-04 11:30:00-05:00
1250,2021-01-04 12:30:00-05:00
1251,2021-01-04 13:30:00-05:00
1252,2021-01-04 14:30:00-05:00
1253,2021-01-04 15:30:00-05:00
1254,2021-01-05 09:30:00-05:00
1255,2021-01-05 10:30:00-05:00
1256,2021-01-05 11:30:00-05:00
1257,2021-01-05 12:30:00-05:00
1258,2021-01-05 13:30:00-05:00
1259,2021-01-05 14:30:00-05:00
1260,2021-01-05 15:30:00-05:00
1261,2021-01-06 09:30:00-05:00
1262,2021-01-06 10:30:00-05:00
1263,2021-01-06 11:30:00-05:00
1264,2021-01-06 12:30:00-05:00
1265,2021-01-06 13:30:00-05:00
1266,2021-01-06 14:30:00-05:00
1267,2021-01-06 15:30:00-05:00
1268,2021-01-07 09:30:00-05:00
1269,2021-01-07 10:30:00-05:00
1270,2021-01-07 11:30:00-05:00
1271,2021-01-07 12:30:00-05:00
1272,2021-01-07 13:30:00-05:00
1273,2021-01-07 14:30:00-05:00
1274,2021-01-07 15:30:00-05:00
1275,2021-01-08 09:30:00-05:00
1276,2021-01-08 10:30:00-05:00
1277,2021-01-08 11:30:00-05:00
1278,2021-01-08 12:30:00-05:00
1279,2021-01-08 13:30:00-05:00
1280,2021-01-08 14:30:00-05:00
1281,2021-01-08 15:30:00-05:00
1282,2021-01-11 09:30:00-05:00
1283,2021-01-11 10:30:00-05:00
1284,2021-01-11 11:30:00-05:00
1285,2021-01-11 12:30:00-05:00
1286,2021-01-11 13:30:00-05:00
1287,2021-01-11 14:30:00-05:00
1288,2021-01-11 15:30:00-05:00
1289,2021-01-12 09:30:00-05:00
1290,2021-01-12 10:30:00-05:00
1291,2021-01-12 11:30:00-05:00
1292,2021-01-12 12:30:00-05:00
1293,2021-01-12 13:30:00-05:00
1294,2021-01-12 14:30:00-05:00
1295,2021-01-12 15:30:00-05:00
1296,2021-01-13 09:30:00-05:00
1297,2021-01-13 10:30:00-05:00
1298,2021-01-13 11:30:00-05:00
1299,2021-01-13 12:30:00-05:00
1300,2021-01-13 13:30:00-05:00
1301,2021-01-13 14:30:00-05:00
1302,2021-01-13 15:30:00-05:00
1303,2021-01-14 09:30:00-05:00
1304,2021-01-14 10:30:00-05:00
1305,2021-01-14 11:30:00-05:00
1306,2021-01-14 12:30:00-05:00
1307,2021-01-14 13:30:00-05:00
1308,2021-01-14 14:30:00-05:00
1309,2021-01-14 15:30:00-05:00
1310,2021-01-15 09:30:00-05:00
1311,2021-01-15 10:30:00-05:00
1312,2021-01-15 11:30:00-05:00
1313,2021-01-15 12:30:00-05:00
1314,2021-01-15 13:30:00-05:00
1315,2021-01-15 14:30:00-05:00
1316,2021-01-15 15:30:00-05:00
1317,2021-01-19 09:30:00-05:00
1318,2021-01-19 10:30:00-05:00
1319,2021-01-19 11:30:00-05:00
1320,2021-01-19 12:30:00-05:00
1321,2021-01-19 13:30:00-05:00
1322,2021-01-19 14:30:00-05:00
1323,2021-01-19 15:30:00-05:00
1324,2021-01-20 09:30:00-05:00
1325,2021-01-20 10:30:00-05:00
1326,2021-01-20 11:30:00-05:00
1327,2021-01-20 12:30:00-05:00
1328,2021-01-20 13:30:00-05:00
1329,2021-01-20 14:30:00-05:00
1330,2021-01-20 15:30:00-05:00
1331,2021-01-21 09:30:00-05:00
1332,2021-01-21 10:30:00-05:00
1333,2021-01-21 11:30:00-05:00
1334,2021-01-21 12:30:00-05:00
1335,2021-01-21 13:30:00-05:00
1336,2021-01-21 14:30:00-05:00
1337,2021-01-21 15:30:00-05:00
1338,2021-01-22 09:30:00-05:00
1339,2021-01-22 10:30:00-05:00
1340,2021-01-22 11:30:00-05:00
1341,2021-01-22 12:30:00-05:00
1342,2021-01-22 13:30:00-05:00
1343,2021-01-22 14:30:00-05:00
1344,2021-01-22 15:30:00-05:00
1345,2021-01-25 09:30:00-05:00
1346,2021-01-25 10:30:00-05:00
1347,2021-01-25 11:30:00-05:00
1348,2021-01-25 12:30:00-05:00
1349,2021-01-25 13:30:00-05:00
1350,2021-01-25 14:30:00-05:00
1351,2021-01-25 15:30:00-05:00
1352,2021-01-26 09:30:00-05:00
1353,2021-01-26 10:30:00-05:00
1354,2021-01-26 11:30:00-05:00
1355,2021-01-26 12:30:00-05:00
1356,2021-01-26 13:30:00-05:00
1357,2021-01-26 14:30:00-05:00
1358,2021-01-26 15:30:00-05:00
1359,2021-01-27 09:30:00-05:00
1360,2021-01-27 10:30:00-05:00
1361,2021-01-27 11:30:00-05:00
1362,2021-01-27 12:30:00-05:00
1363,2021-01-27 13:30:00-05:00
1364,2021-01-27 14:30:00-05:00
1365,2021-01-27 15:30:00-05:00
1366,2021-01-28 09:30:00-05:00
1367,2021-01-28 10:30:00-05:00
1368,2021-01-28 11:30:00-05:00
1369,2021-01-28 12:30:00-05:00
1370,2021-01-28 13:30:00-05:00
1371,2021-01-28 14:30:00-05:00
1372,2021-01-28 15:30:00-05:00
1373,2021-01-29 09:30:00-05:00
1374,2021-01-29 10:30:00-05:00
1375,2021-01-29 11:30:00-05:00
1376,2021-01-29 12:30:00-05:00
1377,2021-01-29 13:30:00-05:00
1378,2021-01-29 14:30:00-05:00
1379,2021-01-29 15:30:00-05:00
1380,2021-02-01 09:30:00-05:00
1381,2021-02-01 10:30:00-05:00
1382,2021-02-01 11:30:00-05:00
1383,2021-02-01 12:30:00-05:00
1384,2021-02-01 13:30:00-05:00
1385,2021-02-01 14:30:00-05:00
1386,2021-02-01 15:30:00-05:00
1387,2021-02-02 09:30:00-05:00
1388,2021-02-02 10:30:00-05:00
1389,2021-02-02 11:30:00-05:00
1390,2021-02-02 12:30:00-05:00
1391,2021-02-02 13:30:00-05:00
1392,2021-02-02 14:30:00-05:00
1393,2021-02-02 15:30:00-05:00
1394,2021-02-03 09:30:00-05:00
1395,2021-02-03 10:30:00-05:00
1396,2021-02-03 11:30:00-05:00
1397,2021-02-03 12:30:00-05:00
1398,2021-02-03 13:30:00-05:00
1399,2021-02-03 14:30:00-05:00
1400,2021-02-03 15:30:00-05:00
1401,2021-02-04 09:30:00-05:00
1402,2021-02-04 10:30:00-05:00
1403,2021-02-04 11:30:00-05:00
1404,2021-02-04 12:30:00-05:00
1405,2021-02-04 13:30:00-05:00
1406,2021-02-04 14:30:00-05:00
1407,2021-02-04 15:30:00-05:00
1408,2021-02-05 09:30:00-05:00
1409,2021-02-05 10:30:00-05:00
1410,2021-02-05 11:30:00-05:00
1411,2021-02-05 12:30:00-05:00
1412,2021-02-05 13:30:00-05:00
1413,2021-02-05 14:30:00-05:00
1414,2021-02-05 15:30:00-05:00
1415,2021-02-08 09:30:00-05:00
1416,2021-02-08 10:30:00-05:00
1417,2021-02-08 11:30:00-05:00
1418,2021-02-08 12:30:00-05:00
1419,2021-02-08 13:30:00-05:00
1420,2021-02-08 14:30:00-05:00
1421,2021-02-08 15:30:00-05:00
1422,2021-02-09 09:30:00-05:00
1423,2021-02-09 10:30:00-05:00
1424,2021-02-09 11:30:00-05:00
1425,2021-02-09 12:30:00-05:00
1426,2021-02-09 13:30:00-05:00
1427,2021-02-09 14:30:00-05:00
1428,2021-02-09 15:30:00-05:00
1429,2021-02-10 09:30:00-05:00
1430,2021-02-10 10:30:00-05:00
1431,2021-02-10 11:30:00-05:00
1432,2021-02-10 12:30:00-05:00
1433,2021-02-10 13:30:00-05:00
1434,2021-02-10 14:30:00-05:00
1435,2021-02-10 15:30:00-05:00
1436,2021-02-11 09:30:00-05:00
1437,2021-02-11 10:30:00-05:00
1438,2021-02-11 11:30:00-05:00
1439,2021-02-11 12:30:00-05:00
1440,2021-02-11 13:30:00-05:00
1441,2021-02-11 14:30:00-05:00
1442,2021-02-11 15:30:00-05:00
1443,2021-02-12 09:30:00-05:00
1444,2021-02-12 10:30:00-05:00
1445,2021-02-12 11:30:00-05:00
1446,2021-02-12 12:30:00-05:00
1447,2021-02-12 13:30:00-05:00
